DateTime,1006,Temp
2021-04-12T10:30:00,6,28.35
2021-04-12T11:00:00,3,29.8
2021-04-12T11:30:00,3,30.55
2021-04-12T12:00:00,1,31.15
2021-04-12T12:30:00,0,31.4
2021-04-12T13:00:00,2,31.6
2021-04-12T13:30:00,6,31.9
2021-04-12T14:00:00,1,32.95
2021-04-12T14:30:00,4,32.6
2021-04-12T15:00:00,3,32.95
2021-04-12T15:30:00,2,32.7
2021-04-12T16:00:00,3,33.25
2021-04-12T16:30:00,1,32.3
2021-04-12T17:00:00,3,31.8
2021-04-12T17:30:00,5,31
2021-04-12T18:00:00,4,31.15
2021-04-12T18:30:00,6,30.45
2021-04-12T19:00:00,5,29.7
2021-04-12T19:30:00,5,29.45
2021-04-12T20:00:00,2,29.2
2021-04-12T20:30:00,0,29.1
2021-04-12T21:00:00,1,29.05
2021-04-12T21:30:00,0,29.05
2021-04-12T22:00:00,1,28.9
2021-04-12T22:30:00,0,28.75
2021-04-12T23:00:00,0,28.55
2021-04-12T23:30:00,0,28.5
2021-04-13T00:00:00,0,28.35
2021-04-13T00:30:00,0,28.2
2021-04-13T01:00:00,0,28.05
2021-04-13T01:30:00,0,28
2021-04-13T02:00:00,0,27.9
2021-04-13T02:30:00,0,27.9
2021-04-13T03:00:00,0,27.8
2021-04-13T03:30:00,0,27.8
2021-04-13T04:00:00,0,27.85
2021-04-13T04:30:00,0,27.75
2021-04-13T05:00:00,0,27.7
2021-04-13T05:30:00,0,27.7
2021-04-13T06:00:00,0,27.6
2021-04-13T06:30:00,1,27.65
2021-04-13T07:00:00,9,27.6
2021-04-13T07:30:00,11,27.85
2021-04-13T08:00:00,7,28.7
2021-04-13T08:30:00,11,28.7
2021-04-13T09:00:00,10,29.45
2021-04-13T09:30:00,11,30.05
2021-04-13T10:00:00,12,30.7
2021-04-13T10:30:00,0,31.6
2021-04-13T11:00:00,5,31.8
2021-04-13T11:30:00,5,32.05
2021-04-13T12:00:00,5,32.15
2021-04-13T12:30:00,5,31.85
2021-04-13T13:00:00,0,32.6
2021-04-13T13:30:00,2,33.5
2021-04-13T14:00:00,7,33.8
2021-04-13T14:30:00,7,32.35
2021-04-13T15:00:00,8,31.4
2021-04-13T15:30:00,3,31
2021-04-13T16:00:00,7,29.4
2021-04-13T16:30:00,5,27.05
2021-04-13T17:00:00,2,27.95
2021-04-13T17:30:00,6,28.9
2021-04-13T18:00:00,4,29.75
2021-04-13T18:30:00,3,29.2
2021-04-13T19:00:00,2,29
2021-04-13T19:30:00,0,28.75
2021-04-13T20:00:00,0,28.55
2021-04-13T20:30:00,0,28.65
2021-04-13T21:00:00,1,28.6
2021-04-13T21:30:00,3,28.5
2021-04-13T22:00:00,0,28.5
2021-04-13T22:30:00,0,28.5
2021-04-13T23:00:00,0,28.45
2021-04-13T23:30:00,0,28.4
2021-04-14T00:00:00,0,28.4
2021-04-14T00:30:00,0,28.4
2021-04-14T01:00:00,0,28.3
2021-04-14T01:30:00,0,28
2021-04-14T02:00:00,0,27.95
2021-04-14T02:30:00,0,27.75
2021-04-14T03:00:00,0,27.8
2021-04-14T03:30:00,0,27.65
2021-04-14T04:00:00,0,27.4
2021-04-14T04:30:00,0,27.35
2021-04-14T05:00:00,0,27
2021-04-14T05:30:00,0,25.9
2021-04-14T06:00:00,0,25.65
2021-04-14T06:30:00,0,24.9
2021-04-14T07:00:00,9,24.95
2021-04-14T07:30:00,8,25
2021-04-14T08:00:00,8,25.4
2021-04-14T08:30:00,11,26.15
2021-04-14T09:00:00,13,27.2
2021-04-14T09:30:00,5,28.55
2021-04-14T10:00:00,6,28.9
2021-04-14T10:30:00,8,29.5
2021-04-14T11:00:00,4,29.75
2021-04-14T11:30:00,1,29.95
2021-04-14T12:00:00,6,30.6
2021-04-14T12:30:00,4,30.85
2021-04-14T13:00:00,7,31.95
2021-04-14T13:30:00,1,32.05
2021-04-14T14:00:00,4,31.95
2021-04-14T14:30:00,3,32.2
2021-04-14T15:00:00,0,32.05
2021-04-14T15:30:00,4,32.55
2021-04-14T16:00:00,6,32.3
2021-04-14T16:30:00,5,31.65
2021-04-14T17:00:00,6,31.2
2021-04-14T17:30:00,6,32.5
2021-04-14T18:00:00,9,31.7
2021-04-14T18:30:00,7,31.5
2021-04-14T19:00:00,6,30.2
2021-04-14T19:30:00,6,29.9
2021-04-14T20:00:00,0,29.9
2021-04-14T20:30:00,0,29.7
2021-04-14T21:00:00,1,29.5
2021-04-14T21:30:00,0,29.35
2021-04-14T22:00:00,0,28.8
2021-04-14T22:30:00,2,28.55
2021-04-14T23:00:00,0,28.5
2021-04-14T23:30:00,0,28.55
2021-04-15T00:00:00,0,28.5
2021-04-15T00:30:00,0,28.5
2021-04-15T01:00:00,0,28.25
2021-04-15T01:30:00,0,28.4
2021-04-15T02:00:00,0,28.3
2021-04-15T02:30:00,0,28.2
2021-04-15T03:00:00,0,28.15
2021-04-15T03:30:00,0,28.1
2021-04-15T04:00:00,0,28.1
2021-04-15T04:30:00,0,27.95
2021-04-15T05:00:00,0,28
2021-04-15T05:30:00,0,28.1
2021-04-15T06:00:00,0,27.8
2021-04-15T06:30:00,0,27.55
2021-04-15T07:00:00,9,27.55
2021-04-15T07:30:00,9,27.65
2021-04-15T08:00:00,10,28.05
2021-04-15T08:30:00,11,28.6
2021-04-15T09:00:00,10,29.45
2021-04-15T09:30:00,9,29.8
2021-04-15T10:00:00,11,30.35
2021-04-15T10:30:00,10,31.3
2021-04-15T11:00:00,3,31.9
2021-04-15T11:30:00,6,32.3
2021-04-15T12:00:00,6,31.05
2021-04-15T12:30:00,4,30.25
2021-04-15T13:00:00,4,25.15
2021-04-15T13:30:00,1,25.5
2021-04-15T14:00:00,3,25.2
2021-04-15T14:30:00,4,25.4
2021-04-15T15:00:00,4,25.65
2021-04-15T15:30:00,3,25.5
2021-04-15T16:00:00,9,25.6
2021-04-15T16:30:00,6,25.6
2021-04-15T17:00:00,5,25.5
2021-04-15T17:30:00,7,25.5
2021-04-15T18:00:00,9,25.6
2021-04-15T18:30:00,4,25.7
2021-04-15T19:00:00,3,25.6
2021-04-15T19:30:00,2,25.7
2021-04-15T20:00:00,0,25.6
2021-04-15T20:30:00,1,26
2021-04-15T21:00:00,1,26.35
2021-04-15T21:30:00,,26.45
2021-04-15T22:00:00,1,26.55
2021-04-15T22:30:00,0,26.6
2021-04-15T23:00:00,0,26.4
2021-04-15T23:30:00,0,26.3
2021-04-16T00:00:00,0,26.45
2021-04-16T00:30:00,0,26.65
2021-04-16T01:00:00,0,26.55
2021-04-16T01:30:00,1,26.8
2021-04-16T02:00:00,0,26.75
2021-04-16T02:30:00,0,26.75
2021-04-16T03:00:00,0,26.9
2021-04-16T03:30:00,0,26.95
2021-04-16T04:00:00,0,26.8
2021-04-16T04:30:00,0,26.9
2021-04-16T05:00:00,0,26.75
2021-04-16T05:30:00,0,26.65
2021-04-16T06:00:00,0,26.9
2021-04-16T06:30:00,1,26.85
2021-04-16T07:00:00,8,26.9
2021-04-16T07:30:00,6,26.65
2021-04-16T08:00:00,9,26.45
2021-04-16T08:30:00,10,25.1
2021-04-16T09:00:00,8,26.2
2021-04-16T09:30:00,7,27.85
2021-04-16T10:00:00,8,28.6
2021-04-16T10:30:00,6,29
2021-04-16T11:00:00,3,29.45
2021-04-16T11:30:00,4,29.8
2021-04-16T12:00:00,2,30.05
2021-04-16T12:30:00,4,30.1
2021-04-16T13:00:00,4,30.15
2021-04-16T13:30:00,2,30.35
2021-04-16T14:00:00,4,30.25
2021-04-16T14:30:00,7,30.3
2021-04-16T15:00:00,3,29.9
2021-04-16T15:30:00,7,29.75
2021-04-16T16:00:00,2,29.75
2021-04-16T16:30:00,8,29.8
2021-04-16T17:00:00,4,29.85
2021-04-16T17:30:00,8,29.85
2021-04-16T18:00:00,6,29.85
2021-04-16T18:30:00,6,29.7
2021-04-16T19:00:00,6,29.35
2021-04-16T19:30:00,3,29
2021-04-16T20:00:00,2,28.8
2021-04-16T20:30:00,2,28.5
2021-04-16T21:00:00,2,28.5
2021-04-16T21:30:00,0,28.5
2021-04-16T22:00:00,0,28.35
2021-04-16T22:30:00,0,28.4
2021-04-16T23:00:00,3,28.35
2021-04-16T23:30:00,0,28.35
2021-04-17T00:00:00,0,28.15
2021-04-17T00:30:00,0,28.2
2021-04-17T01:00:00,0,28.1
2021-04-17T01:30:00,0,27.95
2021-04-17T02:00:00,0,27.7
2021-04-17T02:30:00,0,27.6
2021-04-17T03:00:00,0,27.35
2021-04-17T03:30:00,0,27.3
2021-04-17T04:00:00,0,27.15
2021-04-17T04:30:00,0,27.1
2021-04-17T05:00:00,0,27.05
2021-04-17T05:30:00,0,26.9
2021-04-17T06:00:00,0,27.05
2021-04-17T06:30:00,0,27
2021-04-17T07:00:00,5,27.05
2021-04-17T07:30:00,6,27.15
2021-04-17T08:00:00,7,27.7
2021-04-17T08:30:00,4,28.3
2021-04-17T09:00:00,6,29.35
2021-04-17T09:30:00,7,29.85
2021-04-17T10:00:00,10,30.15
2021-04-17T10:30:00,2,30.75
2021-04-17T11:00:00,5,30.25
2021-04-17T11:30:00,7,29.6
2021-04-17T12:00:00,3,25.65
2021-04-17T12:30:00,7,24.5
2021-04-17T13:00:00,1,23.95
2021-04-17T13:30:00,0,24.25
2021-04-17T14:00:00,1,24.55
2021-04-17T14:30:00,1,24.75
2021-04-17T15:00:00,4,24.05
2021-04-17T15:30:00,3,23.65
2021-04-17T16:00:00,2,23.9
2021-04-17T16:30:00,2,24
2021-04-17T17:00:00,4,24
2021-04-17T17:30:00,5,24.1
2021-04-17T18:00:00,6,24.25
2021-04-17T18:30:00,10,24.2
2021-04-17T19:00:00,8,24.3
2021-04-17T19:30:00,4,24.35
2021-04-17T20:00:00,3,24.45
2021-04-17T20:30:00,2,24.55
2021-04-17T21:00:00,0,24.7
2021-04-17T21:30:00,1,24.85
2021-04-17T22:00:00,2,25
2021-04-17T22:30:00,0,25.2
2021-04-17T23:00:00,0,25.25
2021-04-17T23:30:00,0,25.2
2021-04-18T00:00:00,1,25.5
2021-04-18T00:30:00,0,25.5
2021-04-18T01:00:00,0,25.5
2021-04-18T01:30:00,0,25.4
2021-04-18T02:00:00,0,25.2
2021-04-18T02:30:00,0,25.25
2021-04-18T03:00:00,0,25.3
2021-04-18T03:30:00,0,25.35
2021-04-18T04:00:00,0,25.5
2021-04-18T04:30:00,0,25.5
2021-04-18T05:00:00,0,25.45
2021-04-18T05:30:00,0,25.4
2021-04-18T06:00:00,0,25.35
2021-04-18T06:30:00,0,25.35
2021-04-18T07:00:00,0,25.45
2021-04-18T07:30:00,4,25.45
2021-04-18T08:00:00,2,25.7
2021-04-18T08:30:00,6,26.1
2021-04-18T09:00:00,5,26.55
2021-04-18T09:30:00,7,27.85
2021-04-18T10:00:00,7,28.3
2021-04-18T10:30:00,4,29.7
2021-04-18T11:00:00,10,30.35
2021-04-18T11:30:00,3,30.85
2021-04-18T12:00:00,2,31.25
2021-04-18T12:30:00,5,31.4
2021-04-18T13:00:00,1,32.1
2021-04-18T13:30:00,0,31.85
2021-04-18T14:00:00,3,31.55
2021-04-18T14:30:00,1,31.35
2021-04-18T15:00:00,0,31.45
2021-04-18T15:30:00,5,31.15
2021-04-18T16:00:00,5,32.5
2021-04-18T16:30:00,4,32
2021-04-18T17:00:00,5,30.85
2021-04-18T17:30:00,4,29.85
2021-04-18T18:00:00,2,28.05
2021-04-18T18:30:00,5,28.2
2021-04-18T19:00:00,9,28.65
2021-04-18T19:30:00,0,28.6
2021-04-18T20:00:00,0,28.45
2021-04-18T20:30:00,0,28.75
2021-04-18T21:00:00,0,28.85
2021-04-18T21:30:00,0,28.8
2021-04-18T22:00:00,0,28.55
2021-04-18T22:30:00,0,28.4
2021-04-18T23:00:00,0,28.4
2021-04-18T23:30:00,0,28.2
2021-04-19T00:00:00,0,28.3
2021-04-19T00:30:00,0,28.25
2021-04-19T01:00:00,0,28.1
2021-04-19T01:30:00,0,27.9
2021-04-19T02:00:00,0,27.6
2021-04-19T02:30:00,0,27.45
2021-04-19T03:00:00,0,27.25
2021-04-19T03:30:00,0,27.05
2021-04-19T04:00:00,0,27.15
2021-04-19T04:30:00,0,26.9
2021-04-19T05:00:00,0,26.9
2021-04-19T05:30:00,0,26.8
2021-04-19T06:00:00,0,26.75
2021-04-19T06:30:00,0,26.65
2021-04-19T07:00:00,5,26.6
2021-04-19T07:30:00,10,26.7
2021-04-19T08:00:00,11,27.35
2021-04-19T08:30:00,11,28.5
2021-04-19T09:00:00,12,29.45
2021-04-19T09:30:00,5,30.3
2021-04-19T10:00:00,6,30.35
2021-04-19T10:30:00,4,30.75
2021-04-19T11:00:00,4,29.4
2021-04-19T11:30:00,8,28.35
2021-04-19T12:00:00,1,27.55
2021-04-19T12:30:00,8,28.05
2021-04-19T13:00:00,3,29.4
2021-04-19T13:30:00,6,30.3
2021-04-19T14:00:00,5,31.45
2021-04-19T14:30:00,4,31.75
2021-04-19T15:00:00,6,31.15
2021-04-19T15:30:00,7,31.15
2021-04-19T16:00:00,4,30.9
2021-04-19T16:30:00,3,31.5
2021-04-19T17:00:00,9,31.1
2021-04-19T17:30:00,6,30.65
2021-04-19T18:00:00,6,30.2
2021-04-19T18:30:00,5,29.95
2021-04-19T19:00:00,5,29.55
2021-04-19T19:30:00,2,29.25
2021-04-19T20:00:00,1,29.05
2021-04-19T20:30:00,0,28.9
2021-04-19T21:00:00,0,28.75
2021-04-19T21:30:00,0,28.75
2021-04-19T22:00:00,0,28.75
2021-04-19T22:30:00,1,28.3
2021-04-19T23:00:00,1,28.05
2021-04-19T23:30:00,0,28.05
2021-04-20T00:00:00,0,27.9
2021-04-20T00:30:00,0,27.9
2021-04-20T01:00:00,0,27.9
2021-04-20T01:30:00,0,27.65
2021-04-20T02:00:00,0,27.65
2021-04-20T02:30:00,0,27.2
2021-04-20T03:00:00,0,27.25
2021-04-20T03:30:00,0,27.05
2021-04-20T04:00:00,0,27.1
2021-04-20T04:30:00,0,26.85
2021-04-20T05:00:00,0,26.95
2021-04-20T05:30:00,0,26.7
2021-04-20T06:00:00,0,27
2021-04-20T06:30:00,0,26.8
2021-04-20T07:00:00,8,26.85
2021-04-20T07:30:00,8,27
2021-04-20T08:00:00,6,27.9
2021-04-20T08:30:00,6,28.35
2021-04-20T09:00:00,6,29.7
2021-04-20T09:30:00,10,30.3
2021-04-20T10:00:00,5,31
2021-04-20T10:30:00,1,31.45
2021-04-20T11:00:00,1,31.4
2021-04-20T11:30:00,7,32.3
2021-04-20T12:00:00,2,31.95
2021-04-20T12:30:00,6,32.4
2021-04-20T13:00:00,2,32.65
2021-04-20T13:30:00,4,32.95
2021-04-20T14:00:00,0,33.1
2021-04-20T14:30:00,4,32.65
2021-04-20T15:00:00,3,33.75
2021-04-20T15:30:00,1,33.45
2021-04-20T16:00:00,0,33.15
2021-04-20T16:30:00,4,32.9
2021-04-20T17:00:00,1,32.3
2021-04-20T17:30:00,4,32.1
2021-04-20T18:00:00,7,30.7
2021-04-20T18:30:00,6,29.9
2021-04-20T19:00:00,7,29.15
2021-04-20T19:30:00,1,29.15
2021-04-20T20:00:00,1,29.15
2021-04-20T20:30:00,1,29.25
2021-04-20T21:00:00,1,29.05
2021-04-20T21:30:00,2,29.05
2021-04-20T22:00:00,0,29.2
2021-04-20T22:30:00,0,28.95
2021-04-20T23:00:00,1,28.8
2021-04-20T23:30:00,0,28.75
2021-04-21T00:00:00,0,28.7
2021-04-21T00:30:00,0,28.55
2021-04-21T01:00:00,0,28.45
2021-04-21T01:30:00,0,28.35
2021-04-21T02:00:00,0,28.3
2021-04-21T02:30:00,0,28.15
2021-04-21T03:00:00,0,28.1
2021-04-21T03:30:00,0,28.25
2021-04-21T04:00:00,0,28.2
2021-04-21T04:30:00,0,28.2
2021-04-21T05:00:00,0,28.15
2021-04-21T05:30:00,0,28.2
2021-04-21T06:00:00,0,28.2
2021-04-21T06:30:00,0,28.15
2021-04-21T07:00:00,9,28.1
2021-04-21T07:30:00,11,28.3
2021-04-21T08:00:00,7,28.75
2021-04-21T08:30:00,11,29.2
2021-04-21T09:00:00,8,29.7
2021-04-21T09:30:00,7,30.35
2021-04-21T10:00:00,6,30.75
2021-04-21T10:30:00,7,31.1
2021-04-21T11:00:00,7,31.5
2021-04-21T11:30:00,5,32.35
2021-04-21T12:00:00,3,31.95
2021-04-21T12:30:00,1,32.2
2021-04-21T13:00:00,3,32.35
2021-04-21T13:30:00,0,32.9
2021-04-21T14:00:00,,33.45
2021-04-21T14:30:00,1,33.65
2021-04-21T15:00:00,3,33.2
2021-04-21T15:30:00,1,32.45
2021-04-21T16:00:00,3,31.5
2021-04-21T16:30:00,9,30.5
2021-04-21T17:00:00,0,30.45
2021-04-21T17:30:00,7,30.3
2021-04-21T18:00:00,7,30.05
2021-04-21T18:30:00,7,29.7
2021-04-21T19:00:00,9,29.45
2021-04-21T19:30:00,2,29.3
2021-04-21T20:00:00,1,28.75
2021-04-21T20:30:00,1,28.55
2021-04-21T21:00:00,0,28.15
2021-04-21T21:30:00,0,28.3
2021-04-21T22:00:00,0,28.25
2021-04-21T22:30:00,0,28.4
2021-04-21T23:00:00,1,28.8
2021-04-21T23:30:00,0,28.85
2021-04-22T00:00:00,1,28.85
2021-04-22T00:30:00,0,28.75
2021-04-22T01:00:00,0,28.85
2021-04-22T01:30:00,0,28.85
2021-04-22T02:00:00,0,29
2021-04-22T02:30:00,0,28.85
2021-04-22T03:00:00,0,28.65
2021-04-22T03:30:00,0,28.5
2021-04-22T04:00:00,0,28.45
2021-04-22T04:30:00,0,28.25
2021-04-22T05:00:00,0,28.2
2021-04-22T05:30:00,0,27.9
2021-04-22T06:00:00,0,27.95
2021-04-22T06:30:00,0,27.9
2021-04-22T07:00:00,8,28.05
2021-04-22T07:30:00,8,28.2
2021-04-22T08:00:00,10,28.75
2021-04-22T08:30:00,9,29.3
2021-04-22T09:00:00,13,30.3
2021-04-22T09:30:00,9,30.95
2021-04-22T10:00:00,8,31.35
2021-04-22T10:30:00,10,31.5
2021-04-22T11:00:00,6,29.3
2021-04-22T11:30:00,6,27.75
2021-04-22T12:00:00,6,27.2
2021-04-22T12:30:00,6,26.75
2021-04-22T13:00:00,4,26.7
2021-04-22T13:30:00,4,27.45
2021-04-22T14:00:00,7,27.05
2021-04-22T14:30:00,6,27.1
2021-04-22T15:00:00,5,27.2
2021-04-22T15:30:00,3,27.35
2021-04-22T16:00:00,7,27.7
2021-04-22T16:30:00,4,27.7
2021-04-22T17:00:00,4,27.85
2021-04-22T17:30:00,5,27.1
2021-04-22T18:00:00,5,27.15
2021-04-22T18:30:00,6,27.3
2021-04-22T19:00:00,5,27.4
2021-04-22T19:30:00,1,27.4
2021-04-22T20:00:00,0,27.45
2021-04-22T20:30:00,0,27.35
2021-04-22T21:00:00,0,27.15
2021-04-22T21:30:00,0,27.1
2021-04-22T22:00:00,0,27.2
2021-04-22T22:30:00,2,27.3
2021-04-22T23:00:00,0,27.35
2021-04-22T23:30:00,0,27.3
2021-04-23T00:00:00,0,27.25
2021-04-23T00:30:00,0,27.25
2021-04-23T01:00:00,0,27.25
2021-04-23T01:30:00,0,27.25
2021-04-23T02:00:00,0,27.3
2021-04-23T02:30:00,0,27.25
2021-04-23T03:00:00,0,27.2
2021-04-23T03:30:00,0,27.3
2021-04-23T04:00:00,0,27.2
2021-04-23T04:30:00,0,26.75
2021-04-23T05:00:00,0,26.85
2021-04-23T05:30:00,0,26.75
2021-04-23T06:00:00,1,26.15
2021-04-23T06:30:00,0,26
2021-04-23T07:00:00,5,25.95
2021-04-23T07:30:00,6,26.25
2021-04-23T08:00:00,9,26.75
2021-04-23T08:30:00,7,27.9
2021-04-23T09:00:00,9,28.4
2021-04-23T09:30:00,9,28.65
2021-04-23T10:00:00,8,28.95
2021-04-23T10:30:00,0,29.5
2021-04-23T11:00:00,3,30.45
2021-04-23T11:30:00,8,31.4
2021-04-23T12:00:00,0,31.55
2021-04-23T12:30:00,6,32.1
2021-04-23T13:00:00,7,32.15
2021-04-23T13:30:00,5,32.15
2021-04-23T14:00:00,4,32
2021-04-23T14:30:00,7,31.7
2021-04-23T15:00:00,5,31.9
2021-04-23T15:30:00,0,31.75
2021-04-23T16:00:00,5,32.05
2021-04-23T16:30:00,1,32.25
2021-04-23T17:00:00,3,32.75
2021-04-23T17:30:00,5,31.75
2021-04-23T18:00:00,8,31.9
2021-04-23T18:30:00,7,31.2
2021-04-23T19:00:00,4,30.8
2021-04-23T19:30:00,3,30.55
2021-04-23T20:00:00,1,30.25
2021-04-23T20:30:00,1,30.1
2021-04-23T21:00:00,0,29.9
2021-04-23T21:30:00,0,29.9
2021-04-23T22:00:00,4,29.75
2021-04-23T22:30:00,0,29.6
2021-04-23T23:00:00,2,29.35
2021-04-23T23:30:00,0,29.25
2021-04-24T00:00:00,3,29.15
2021-04-24T00:30:00,1,28.9
2021-04-24T01:00:00,0,28.85
2021-04-24T01:30:00,0,28.8
2021-04-24T02:00:00,0,28.75
2021-04-24T02:30:00,0,28.6
2021-04-24T03:00:00,0,28.7
2021-04-24T03:30:00,0,28.7
2021-04-24T04:00:00,0,28.55
2021-04-24T04:30:00,0,28.45
2021-04-24T05:00:00,0,28.45
2021-04-24T05:30:00,0,28.35
2021-04-24T06:00:00,0,25.75
2021-04-24T06:30:00,0,24.55
2021-04-24T07:00:00,1,24.65
2021-04-24T07:30:00,6,24.9
2021-04-24T08:00:00,6,24.95
2021-04-24T08:30:00,4,24.9
2021-04-24T09:00:00,1,24.9
2021-04-24T09:30:00,1,25.15
2021-04-24T10:00:00,1,25.05
2021-04-24T10:30:00,0,25.1
2021-04-24T11:00:00,5,25.15
2021-04-24T11:30:00,5,25.25
2021-04-24T12:00:00,8,25.4
2021-04-24T12:30:00,6,25.75
2021-04-24T13:00:00,11,26.05
2021-04-24T13:30:00,5,26.3
2021-04-24T14:00:00,2,26.55
2021-04-24T14:30:00,6,26.85
2021-04-24T15:00:00,7,27.15
2021-04-24T15:30:00,6,27.25
2021-04-24T16:00:00,3,27.55
2021-04-24T16:30:00,7,28.1
2021-04-24T17:00:00,6,28.25
2021-04-24T17:30:00,5,28.25
2021-04-24T18:00:00,7,28.3
2021-04-24T18:30:00,6,28.35
2021-04-24T19:00:00,3,27.75
2021-04-24T19:30:00,,27.45
2021-04-24T20:00:00,0,27.25
2021-04-24T20:30:00,1,27.25
